CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
34013009700,New Jersey,Essex County,1,4866,1664,0,0.0,0.0,0,0,0,0,0,1,28.9,37155.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860.0,1393.0,279.0,1980.0,829.0,44.0,0.0,41.0,1972.0,3953.0,528.0,493.0
34013009900,New Jersey,Essex County,1,2353,1013,0,0.0,0.0,0,1,0,0,0,1,18.7,61425.0,0,1,0,1,0,0,0,0,,1449.0,,,707.0,,1449.0,61.57,707.0,30.04,385.0,16.37,145.0,6.15,78.0,3.32,1276.0,54.22,22.0,0.92,0.0,0.0,2.0,0.08,71.0,3.03,98.0,4.17,81.0,8.04,97.0,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.0,534.0,471.0,131.0,2076.0,41.0,0.0,7.0,98.0,152.0,246.0,183.0
34013010000,New Jersey,Essex County,1,3010,1166,0,47.0,1.56,0,1,0,0,0,1,5.9,71700.0,0,1,0,1,0,0,0,0,,1807.0,,,343.0,,1807.0,60.04,343.0,11.41,410.0,13.62,242.0,8.03,140.0,4.64,1554.0,51.63,25.0,0.84,0.0,0.0,4.0,0.13,84.0,2.8,100.0,3.34,91.0,7.78,15.0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,700.0,328.0,175.0,2666.0,36.0,0.0,7.0,126.0,136.0,182.0,25.0
34013010100,New Jersey,Essex County,1,2679,965,0,0.0,0.0,0,1,0,1,1,1,10.8,68179.0,0,1,0,1,0,0,0,1,,2495.0,,,837.0,,2495.0,93.12,837.0,31.24,635.0,23.71,235.0,8.78,98.0,3.64,2192.0,81.83,25.0,0.94,0.0,0.0,11.0,0.41,169.0,6.3,157.0,5.87,182.0,18.9,150.0,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,685.0,247.0,111.0,2341.0,27.0,0.0,15.0,185.0,186.0,191.0,157.0
34013010200,New Jersey,Essex County,1,4624,1761,0,182.0,3.94,0,1,0,1,1,1,7.1,62799.0,0,1,0,1,0,0,0,1,,3849.0,,,1493.0,,3849.0,83.24,1493.0,32.29,760.0,16.43,1012.0,21.89,262.0,5.66,3350.0,72.44,26.0,0.57,0.0,0.0,13.0,0.28,198.0,4.29,317.0,6.86,438.0,24.88,329.0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,978.0,1067.0,319.0,3946.0,36.0,0.0,16.0,307.0,450.0,494.0,357.0
34013010300,New Jersey,Essex County,1,3937,1372,0,210.0,5.33,0,1,0,1,1,1,19.1,46220.0,0,1,0,1,0,0,0,1,,2565.0,,,872.0,,2565.0,65.15,872.0,22.16,668.0,16.98,269.0,6.83,134.0,3.4,2193.0,55.69,13.0,0.32,5.0,0.12,9.0,0.22,212.0,5.39,321.0,8.16,245.0,17.88,174.0,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,1022.0,507.0,208.0,3380.0,36.0,11.0,9.0,293.0,445.0,404.0,246.0
34013010400,New Jersey,Essex County,1,4536,2052,0,17.0,0.37,0,1,0,1,1,1,14.4,55667.0,0,1,0,1,0,0,0,1,,3171.0,,,1456.0,,3171.0,69.9,1456.0,32.11,728.0,16.05,342.0,7.53,118.0,2.59,2851.0,62.86,17.0,0.38,0.0,0.0,16.0,0.35,169.0,3.72,229.0,5.05,422.0,20.58,356.0,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.0,1092.0,442.0,182.0,4023.0,25.0,0.0,27.0,279.0,379.0,609.0,496.0
34013010500,New Jersey,Essex County,1,4726,1949,0,49.0,1.04,0,0,0,0,0,1,19.5,51477.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.0,1192.0,467.0,147.0,4231.0,29.0,0.0,18.0,301.0,321.0,673.0,383.0
34013010600,New Jersey,Essex County,1,4240,1642,0,245.0,5.78,0,0,0,0,0,1,23.1,27462.0,0,0,0,0,0,0,0,0,,223.0,,,137.0,,223.0,5.27,137.0,3.24,76.0,1.79,9.0,0.2,6.0,0.15,204.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.31,12.0,0.28,44.0,2.66,27.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489.0,1165.0,318.0,190.0,3746.0,8.0,2.0,6.0,288.0,444.0,747.0,495.0
34013010700,New Jersey,Essex County,1,3311,1081,0,225.0,6.8,0,0,0,0,0,1,28.1,35058.0,0,0,0,0,0,0,0,0,,3.0,,,2.0,,3.0,0.1,2.0,0.05,1.0,0.03,1.0,0.02,0.0,0.01,3.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.0,909.0,392.0,143.0,2881.0,45.0,4.0,17.0,221.0,295.0,261.0,251.0
34013010800,New Jersey,Essex County,1,2256,698,0,19.0,0.84,0,0,0,0,0,1,18.1,47011.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.0,765.0,186.0,69.0,1982.0,6.0,0.0,14.0,185.0,263.0,233.0,197.0
34013010900,New Jersey,Essex County,1,2826,1075,0,63.0,2.23,0,1,0,0,0,1,14.2,66321.0,0,1,0,1,0,0,0,0,,842.0,,,322.0,,842.0,29.78,322.0,11.4,238.0,8.41,99.0,3.51,38.0,1.33,751.0,26.58,5.0,0.17,0.0,0.0,7.0,0.25,41.0,1.45,67.0,2.37,54.0,5.04,86.0,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.0,788.0,376.0,124.0,2492.0,13.0,0.0,13.0,184.0,303.0,194.0,232.0
34013011100,New Jersey,Essex County,1,3646,1815,0,0.0,0.0,0,0,0,0,0,1,25.0,36063.0,0,0,0,0,0,0,0,0,,127.0,,,64.0,,127.0,3.48,64.0,1.74,27.0,0.75,9.0,0.25,10.0,0.28,102.0,2.79,4.0,0.11,0.0,0.01,0.0,0.01,10.0,0.28,13.0,0.36,36.0,1.98,21.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,883.0,451.0,200.0,3017.0,45.0,7.0,20.0,357.0,506.0,806.0,536.0
34013011200,New Jersey,Essex County,1,3270,1245,0,22.0,0.67,0,0,0,0,0,1,25.4,39069.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.0,930.0,273.0,100.0,2926.0,22.0,3.0,19.0,200.0,241.0,617.0,424.0
34013011300,New Jersey,Essex County,1,3537,1340,0,0.0,0.0,0,0,0,0,0,1,22.8,42208.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1027.0,196.0,95.0,3170.0,19.0,11.0,5.0,237.0,261.0,455.0,314.0
34013011400,New Jersey,Essex County,1,4285,1823,0,119.0,2.78,0,0,0,0,0,1,17.6,60921.0,0,0,0,0,0,0,0,0,,1.0,,,0.0,,1.0,0.03,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.0,905.0,702.0,230.0,3745.0,47.0,0.0,16.0,247.0,263.0,319.0,169.0
34013011500,New Jersey,Essex County,1,2380,780,0,10.0,0.42,0,0,0,0,0,1,21.0,56098.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,669.0,235.0,58.0,2183.0,4.0,0.0,10.0,125.0,78.0,209.0,163.0
34013011600,New Jersey,Essex County,1,2868,965,0,0.0,0.0,0,0,0,0,0,1,37.4,51563.0,0,0,0,0,0,0,0,0,,452.0,,,243.0,,452.0,15.76,243.0,8.47,136.0,4.73,30.0,1.04,8.0,0.29,423.0,14.73,7.0,0.26,0.0,0.0,1.0,0.02,13.0,0.46,12.0,0.43,58.0,6.06,58.0,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.0,833.0,241.0,52.0,2702.0,11.0,0.0,4.0,99.0,107.0,295.0,269.0
34013011700,New Jersey,Essex County,1,3403,1352,0,27.0,0.79,0,1,0,1,1,1,23.4,49819.0,0,1,0,1,0,0,0,1,,1312.0,,,376.0,,1312.0,38.54,376.0,11.06,273.0,8.02,178.0,5.24,47.0,1.39,1159.0,34.06,4.0,0.13,0.0,0.0,13.0,0.37,88.0,2.59,106.0,3.11,165.0,12.2,107.0,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.0,776.0,431.0,90.0,3128.0,8.0,0.0,16.0,161.0,191.0,277.0,240.0
34013011800,New Jersey,Essex County,1,2383,851,0,0.0,0.0,0,0,0,0,0,1,10.3,74007.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.0,641.0,242.0,33.0,2252.0,7.0,0.0,9.0,82.0,74.0,151.0,104.0
34013011900,New Jersey,Essex County,1,1701,741,0,0.0,0.0,0,0,0,0,0,1,20.7,53155.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,402.0,115.0,111.0,1423.0,36.0,0.0,7.0,124.0,172.0,235.0,136.0
34013012000,New Jersey,Essex County,1,5812,2174,0,204.0,3.51,0,0,0,0,0,1,22.9,54322.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.0,1399.0,608.0,406.0,4880.0,126.0,2.0,30.0,368.0,547.0,391.0,305.0
34013012100,New Jersey,Essex County,1,4242,1315,0,0.0,0.0,0,0,0,0,0,1,16.6,49149.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.0,1146.0,230.0,569.0,3012.0,38.0,8.0,19.0,596.0,1028.0,391.0,203.0
34013012200,New Jersey,Essex County,1,6231,2052,0,0.0,0.0,0,0,0,0,0,1,22.1,60795.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.0,1648.0,424.0,535.0,4970.0,58.0,0.0,17.0,651.0,911.0,494.0,299.0
34013012300,New Jersey,Essex County,1,4815,1780,0,0.0,0.0,0,0,0,0,0,1,17.5,53871.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054.0,1138.0,407.0,226.0,4224.0,39.0,5.0,14.0,307.0,407.0,211.0,273.0
34013012400,New Jersey,Essex County,1,4379,1785,0,29.0,0.66,0,0,0,0,0,1,20.6,47155.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.0,1007.0,585.0,267.0,3682.0,44.0,4.0,8.0,374.0,497.0,813.0,474.0
34013012500,New Jersey,Essex County,1,3779,1406,0,0.0,0.0,0,0,0,0,0,1,24.6,62645.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,904.0,466.0,142.0,3470.0,13.0,0.0,8.0,146.0,168.0,369.0,216.0
34013012600,New Jersey,Essex County,1,2964,1084,0,55.0,1.86,0,0,0,0,0,1,24.0,57100.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.0,756.0,226.0,101.0,2676.0,24.0,0.0,18.0,145.0,173.0,193.0,63.0
34013012700,New Jersey,Essex County,1,3904,1426,0,115.0,2.95,0,0,0,0,0,1,10.6,51094.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,931.0,383.0,134.0,3546.0,37.0,0.0,5.0,182.0,251.0,275.0,160.0
34013012800,New Jersey,Essex County,1,3427,1250,0,0.0,0.0,0,0,0,0,0,1,15.7,62857.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.0,954.0,272.0,137.0,3045.0,4.0,10.0,14.0,217.0,324.0,315.0,197.0
34013012900,New Jersey,Essex County,1,3044,1047,0,52.0,1.71,0,0,0,0,0,1,30.5,41107.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,880.0,243.0,88.0,2733.0,10.0,2.0,9.0,202.0,269.0,456.0,192.0
34013013000,New Jersey,Essex County,1,1954,1143,0,8.0,0.41,0,0,0,0,0,1,8.9,71429.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,315.0,140.0,78.0,1705.0,26.0,0.0,25.0,120.0,156.0,429.0,81.0
34013013100,New Jersey,Essex County,1,1683,590,0,7.0,0.42,0,0,0,0,0,1,28.7,46156.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.0,521.0,157.0,32.0,1485.0,2.0,5.0,1.0,158.0,185.0,219.0,162.0
34013013200,New Jersey,Essex County,1,2658,1032,0,0.0,0.0,0,0,0,0,0,1,34.4,29595.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.0,750.0,187.0,90.0,2319.0,3.0,2.0,16.0,228.0,272.0,485.0,230.0
34013013300,New Jersey,Essex County,1,3333,1268,0,77.0,2.31,0,0,0,0,0,1,38.4,40810.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2119.0,940.0,386.0,126.0,2888.0,11.0,0.0,13.0,295.0,356.0,464.0,491.0
34013013400,New Jersey,Essex County,1,4156,1486,0,0.0,0.0,0,0,0,0,0,0,4.4,133750.0,0,1,0,1,0,0,0,0,,2582.0,,,184.0,,2582.0,62.13,184.0,4.43,600.0,14.44,334.0,8.03,2355.0,56.67,16.0,0.39,145.0,3.48,2.0,0.05,1.0,0.02,63.0,1.52,210.0,5.04,22.0,1.49,8.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,958.0,549.0,3735.0,36.0,262.0,2.0,5.0,116.0,367.0,45.0,12.0
34013013500,New Jersey,Essex County,1,4491,1720,0,43.0,0.96,0,0,0,0,0,0,3.2,114494.0,0,0,0,0,0,0,0,0,,486.0,,,24.0,,486.0,10.82,24.0,0.53,104.0,2.32,76.0,1.7,444.0,9.89,1.0,0.02,24.0,0.53,0.0,0.0,0.0,0.0,17.0,0.37,33.0,0.74,0.0,0.0,4.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0,944.0,614.0,3814.0,65.0,360.0,1.0,1.0,250.0,495.0,91.0,34.0
34013013600,New Jersey,Essex County,1,5842,2521,0,4.0,0.07,0,0,0,0,0,0,5.1,138947.0,0,1,0,1,0,0,0,0,,2245.0,,,175.0,,2245.0,38.43,175.0,2.99,459.0,7.86,284.0,4.87,1811.0,31.0,57.0,0.97,257.0,4.4,0.0,0.0,4.0,0.07,116.0,1.99,315.0,5.39,33.0,1.33,48.0,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.0,1178.0,662.0,4257.0,202.0,1019.0,0.0,9.0,355.0,836.0,117.0,128.0
34013013700,New Jersey,Essex County,1,4654,2080,0,19.0,0.41,0,0,0,0,1,0,8.8,96439.0,0,1,0,1,0,0,0,1,,3316.0,,,959.0,,3316.0,71.25,959.0,20.61,633.0,13.6,536.0,11.51,2637.0,56.65,109.0,2.34,303.0,6.52,0.0,0.0,13.0,0.28,254.0,5.46,505.0,10.86,221.0,10.63,110.0,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0,865.0,882.0,3789.0,145.0,387.0,1.0,14.0,318.0,659.0,430.0,153.0
34013013800,New Jersey,Essex County,1,4335,1672,0,0.0,0.0,0,0,0,0,0,0,2.8,149375.0,0,1,0,1,0,0,0,0,,2199.0,,,208.0,,2199.0,50.72,208.0,4.79,504.0,11.62,336.0,7.75,1987.0,45.84,18.0,0.42,125.0,2.89,0.0,0.0,0.0,0.0,68.0,1.57,156.0,3.6,52.0,3.09,28.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,949.0,625.0,3862.0,53.0,278.0,0.0,2.0,140.0,336.0,118.0,56.0
34013013900,New Jersey,Essex County,1,4892,1835,0,2.0,0.04,0,0,0,0,0,0,3.4,105536.0,1,1,1,1,1,0,0,0,755.0,4453.0,755.0,108.0,750.0,108.0,4453.0,91.03,750.0,15.32,887.0,18.14,731.0,14.94,3616.0,73.91,115.0,2.35,488.0,9.97,0.0,0.0,5.0,0.09,230.0,4.71,565.0,11.56,85.0,4.62,49.0,2.68,755.0,15.42,108.0,2.21,156.0,3.19,134.0,2.74,629.0,12.87,10.0,0.2,65.0,1.34,0.0,0.0,0.0,0.0,50.0,1.02,112.0,2.28,3.0,0.14,8.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.0,984.0,783.0,3948.0,127.0,518.0,0.0,5.0,294.0,661.0,79.0,51.0
34013014000,New Jersey,Essex County,1,3933,1585,0,0.0,0.0,0,0,0,0,0,0,2.8,112816.0,0,1,0,1,0,0,0,0,,2686.0,,,185.0,,2686.0,68.3,185.0,4.72,434.0,11.03,443.0,11.26,1749.0,44.46,162.0,4.13,491.0,12.48,0.0,0.0,9.0,0.22,276.0,7.01,534.0,13.57,21.0,1.31,12.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,666.0,662.0,2469.0,224.0,798.0,0.0,10.0,432.0,823.0,24.0,16.0
34013014100,New Jersey,Essex County,1,3575,1322,0,0.0,0.0,0,0,0,0,0,0,10.2,85563.0,0,1,0,1,0,0,0,0,,3532.0,,,663.0,,3532.0,98.79,663.0,18.55,697.0,19.49,529.0,14.8,2347.0,65.64,182.0,5.08,512.0,14.32,1.0,0.03,17.0,0.47,474.0,13.25,969.0,27.09,45.0,3.42,48.0,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,707.0,536.0,2375.0,185.0,516.0,1.0,17.0,481.0,982.0,45.0,48.0
34013014200,New Jersey,Essex County,1,3793,1363,0,0.0,0.0,0,0,0,0,0,0,2.5,100519.0,0,1,0,1,0,0,0,0,,3793.0,,,238.0,,3793.0,100.0,238.0,6.27,738.0,19.46,572.0,15.08,2576.0,67.91,201.0,5.3,539.0,14.21,0.0,0.0,4.0,0.11,473.0,12.47,1072.0,28.26,86.0,6.3,62.0,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,738.0,572.0,2576.0,201.0,539.0,0.0,4.0,473.0,1072.0,86.0,60.0
34013014300,New Jersey,Essex County,1,5372,1835,0,5.0,0.09,0,0,0,0,0,1,16.9,76293.0,0,0,0,0,0,0,0,0,,257.0,,,81.0,,257.0,4.79,81.0,1.51,63.0,1.16,30.0,0.56,164.0,3.06,15.0,0.27,36.0,0.68,1.0,0.02,1.0,0.02,39.0,0.73,104.0,1.93,7.0,0.37,10.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,1246.0,576.0,3405.0,335.0,522.0,12.0,26.0,1072.0,2525.0,128.0,192.0
34013014400,New Jersey,Essex County,1,3975,1521,0,0.0,0.0,0,0,0,0,0,1,13.8,65625.0,0,0,0,0,0,0,0,0,,242.0,,,100.0,,242.0,6.08,100.0,2.52,70.0,1.75,16.0,0.39,122.0,3.08,53.0,1.34,3.0,0.06,0.0,0.0,0.0,0.0,64.0,1.6,137.0,3.44,7.0,0.45,9.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0,934.0,304.0,2297.0,449.0,400.0,0.0,18.0,811.0,1886.0,104.0,156.0
